CISLO VYDEJKY,C15,1;KOD ZBOZI,C50,2;NAZEV ZBOZI,C250,3;KATEGORIE,C250,4;MNOZSTVI,N11/1,5;NÁKUPNÍ CENA,N11/4,6;PRODEJNI CENA,N11/4,7$
24-38	96715	Ručník v roli BulkySoft MIDI 60m / 21,5cm, 2 vrst, cell	5.1	117.0	23.6412	29.0000	
24-38	84586	Skládaný ručník Carind "V" 21cm x 22cm, 3150ks, 2 vrst, cell.(ex 7851)	5.2	2.0	306.1000	340.0000	
24-39	68100	Kapesníčky kosmetické v krabičce Bulky Soft, 100ks, 2 vrstvy	1	2560.0	11.5018	13.0200	
24-39	....	D1	25	176.0	10.0000	0.0000	
24-40	9202	Průmyslová role Paperdi PRATIKA bílá, 250m x 25cm, 29cm, 2 vrst	12	288.0	96.0564	148.0000	
24-40	....	D1	25	345.0	10.0000	0.0000	
24-41	66991	TP malá role BulkySoft 12 x 15m, 2 vrst cell	3.1	1920.0	2.5992	3.3000	
24-41	96715	Ručník v roli BulkySoft MIDI 60m / 21,5cm, 2 vrst, cell	5.1	135.0	23.6412	31.5000	
24-41	32042	Ubrousky BulkySoft 40x40,2 vrst,100ks, bílá	16	2160.0	30.9500	36.6000	
24-41	32196	Ubrousky BulkySoft 24x24, 2 vrst,100ks, bílá (ex 32500)	16	2160.0	12.3538	16.5000	
24-41	32412	Ubrousky CT-Value skládané, 2 vrst, 16,5x21cm, bílé, 200ks (ex 3320)	16	300.0	15.4567	23.5000	
24-42	328	Skládaný ručník PapLine "V" 23cm x 25cm, zelené, 10kg, 1 vrst.	5.2	36.0	231.5653	253.0000	
24-42	329	Skládaný ručník PapLine "V" 23cm x 25cm, šedé, 10kg, 1 vrst	5.2	36.0	231.6875	248.0000	
24-42	808	Zásobník RP na papírové ručníky sklad "Z" "V" "M", bílý plast	13.1	1.0	97.0347	209.0000	
24-42	809	Zásobník RP na mýdlo, dolévací 1000ml	13.5	1.0	46.7100	119.0000	
24-43	84584	Skládaný ručník Bulkysoft "V" 21cm x 24cm, 3000ks, 2 vrst, cell. PE obal	5.2	64.0	289.0795	345.0000	
24-43	....	D1	25	63.0	10.0000	0.0000	
24-44	117	Ručník v roli PapLine MAXI 100m / 20cm, 2 vrst, cell	5.1	60.0	27.9368	37.0000	
24-44	455VPL	Ručník v roli PapLine MIDI 50m / 20cm, 2 vrst, cell	5.1	96.0	16.3194	20.0000	
24-44	83456	Skládaný ručník Bulkysoft "Z" 21,5cm x 24cm, 2400ks, 2 vrst, cell. PE obal	5.2	1.0	240.4493	329.0000	
24-44	32996	Ubrousky BulkySoft 30x30, 1 vrst,100ks, bílá	16	80.0	9.9975	12.0000	
24-44	....	D1	25	63.0	10.0000	0.0000	
24-45	225VPL	Toaletní papír Jumbo 190 PapLine 2 vrstvy, celulóza	3.2	660.0	12.4375	15.8000	
24-45	291VPL	Toaletní papír Jumbo 280 PapLine 2 vrstvy, celulóza	3.2	252.0	31.7492	39.0000	
24-45	96715	Ručník v roli BulkySoft MIDI 60m / 21,5cm, 2 vrst, cell	5.1	162.0	23.6412	30.0000	
24-45	81625	Skládaný ručník Paperdi "V" 21cm x 25cm, 3150ks, 2 vrst, cell. (alt.84585)	5.2 26	30.0	318.6300	399.0000	
24-45	....	D1	25	264.0	10.0000	0.0000	
24-46	225V	Toaletní papír Jumbo 180 - KATRIN 2511, 2 vrstvy, celulóza	3.2	36.0	15.0957	20.5000	
24-46	35298	Skládaný ručník KATRIN "V" 22,4cm x 23cm, 4000ks, 2 vrst, běl rec PE balení	5.2	6.0	406.7740	545.5000	
24-46	55102	Kuch.role BulkySoft Bobina 1 x 100m, 2vrst.cell	8	6.0	55.9740	74.5000	
24-47	116	Ručník v roli Paperdi MAXI 180m / 21,5cm, 2 vrst, cell	5.1	48.0	58.2110	78.0000	
24-47	117	Ručník v roli PapLine MAXI 100m / 20cm, 2 vrst, cell	5.1	240.0	27.9368	37.0000	
24-47	....	D1	25	115.0	10.0000	0.0000	
24-48	537VPL	Toaletní papír Jumbo 240 PapLine 2 vrst, běl.rec.	3.2 26	30.0	27.5900	35.0000	
24-48	010975	Isolda krém VAKAVO, 100ml	7	50.0	9.0000	12.0000	
24-49	76736	Vyšetř.podložka BulkySoft 50cm x 50m (ex 76530)	17	18.0	43.8690	96.0000	
24-50	092	Toaletní papír Jumbo Paperdi střed odvin 180m / 13,6cm, 2 vrst, cell	3.2	12.0	38.0895	55.0000	
24-50	2658	Ruč. v roli KATRIN MAXI 90m / 20,5cm, 2 vrst, cell	5.1	48.0	47.6147	66.5000	
24-50	84571	Skládaný ručník Bulkysoft "V" 21cm x 24cm, 3000ks, 2 vrst, cell. PE obal	5.2	20.0	275.1334	419.0000	
24-50	28991	Kuch.role BulkySoft-GENIO 2x18m, 3vrst.cell	8	96.0	15.3157	22.0000	
24-50	85397	Kuch.role Paperdi Soavex  BUM BUM 2 x 24m, 2vrst.cell	8	96.0	12.7727	19.0000	
24-50	9202	Průmyslová role Paperdi PRATIKA bílá, 250m x 25cm, 29cm, 2 vrst	12	48.0	96.0564	175.0000	
24-50	16068	Zásobník KENNEDY na papírové ručníky skládané  "Z" "V" "M" , bílý, vel.M	13.1	2.0	313.5461	402.0000	
24-50	16077	Zásobník KENNEDY tekutého mýdla,800ml, bílý,dolévací	13.5	2.0	213.4405	289.0000	
24-50	76739	Vyšetř.podložka BulkySoft 60cm x 50m (ex 76502)	17	18.0	52.8410	82.0000	
24-50	0291	MOP bavlna-kapsový 40cm	22.2	6.0	61.0000	91.0000	
24-50	3026	Držák mopu jazykový 50cm, magnet	22.3	2.0	410.0000	520.0000	
24-50	3028	MOP bavlna-jazykový 50cm,	22.2	5.0	73.0128	109.0000	
24-50	3029	MOP bavlna-kapsa 50cm,	22.2	8.0	71.2388	95.0000	
24-50	02861	Tyč ALU 140cm 23,5mm,	22.1	4.0	85.4394	100.0000	
24-50	....	D1	25	106.0	10.0000	0.0000	
24-51	205405	Zásobník NEREZ lesklý na skládané ručníky	13.1 26	1.0	363.3900	450.0000	
24-51	208405	Zásobník NEREZ lesklý na toaletní papír JUMBO M	13.4 26	3.0	255.8400	329.0000	
24-51	3023041	Zásobník NEREZ mýdla 1000ml, lesk-kvalita A	26 13.5	3.0	342.0000	399.0000	
24-51	S155	Dopravné	20	1.0	0.0000	170.0000	
24-51	....	D1	25	11.0	10.0000	0.0000	
24-52	225VPL	Toaletní papír Jumbo 190 PapLine 2 vrstvy, celulóza	3.2	1440.0	12.4375	15.8500	
24-52	96725	Ručník v roli Carind MAXI 120m / 20cm, 2 vrst, cell (ex 6130)	5.1	6.0	48.9390	56.0000	
24-52	455VPL	Ručník v roli PapLine MIDI 50m / 20cm, 2 vrst, cell	5.1	576.0	16.3194	20.0000	
24-52	84592	Skládaný ručník Bulkysoft "V" 21cm x 21cm, 3000ks, 2 vrst, cell. PE obal	5.2	20.0	241.6707	297.0000	
24-52	....	D1	25	138.0	10.0000	0.0000	
24-53	175A	Toaletní papír Jumbo 190 PapLine, 1 vrstvý, recyklovaný	3.2	576.0	9.6820	12.5000	
24-53	513A	Toaletní papír Jumbo 280 PapLine, 1 vrstvý, recyklovaný	3.2	288.0	18.2100	24.8000	
24-53	225VPL	Toaletní papír Jumbo 190 PapLine 2 vrstvy, celulóza	3.2	720.0	12.4375	18.0000	
24-53	291VPL	Toaletní papír Jumbo 280 PapLine 2 vrstvy, celulóza	3.2	60.0	31.7492	42.5000	
24-53	3271	Skládaný ručník PapLine "V" 21cm x 25cm, 3000ks, 2 vrst, cell.01	5.2	36.0	237.5000	319.0000	
24-53	....	D1	25	138.0	10.0000	0.0000	
24-54	225VPL	Toaletní papír Jumbo 190 PapLine 2 vrstvy, celulóza	3.2	1440.0	12.4375	14.6500	
24-54	255VPL	Toaletní papír Jumbo 240 PapLine 2 vrstvá celulóza	3.2	240.0	20.5518	24.8700	
24-54	291VPL	Toaletní papír Jumbo 280 PapLine 2 vrstvy, celulóza	3.2	108.0	31.7492	38.7000	
24-54	67582	TP skládaný BULKYSOFT EasyBag, 19x11cm cell.2vrst	3.3	960.0	10.1097	13.6500	
24-54	328	Skládaný ručník PapLine "V" 23cm x 25cm, zelené, 10kg, 1 vrst.	5.2	72.0	231.5653	277.8800	
24-54	329	Skládaný ručník PapLine "V" 23cm x 25cm, šedé, 10kg, 1 vrst	5.2	36.0	231.6875	277.8800	
24-54	84572	Skládaný ručník Bulkysoft "V" 21cm x 24cm, 3600ks, 1 vrst, cell. PE obal	5.2	100.0	309.4020	385.1300	
24-54	....	D1	25	275.0	10.0000	0.0000	
24-55	117	Ručník v roli PapLine MAXI 100m / 20cm, 2 vrst, cell	5.1	1500.0	27.9368	38.0000	
24-55	....	D1	25	315.0	10.0000	0.0000	
24-56	84584	Skládaný ručník Bulkysoft "V" 21cm x 24cm, 3000ks, 2 vrst, cell. PE obal	5.2	128.0	289.0795	340.0000	
24-56	....	D1	25	126.0	10.0000	0.0000	
24-57	225V	Toaletní papír Jumbo 180 - KATRIN 2511, 2 vrstvy, celulóza	3.2	72.0	15.0957	21.0000	
24-58	2634	Ruč. v roli KATRIN MIDI 60m / 20,5cm, 2 vrst, cell	5.1	36.0	30.0773	41.5000	
24-58	2658	Ruč. v roli KATRIN MAXI 90m / 20,5cm, 2 vrst, cell	5.1	24.0	47.6147	66.5000	
24-58	84571	Skládaný ručník Bulkysoft "V" 21cm x 24cm, 3000ks, 2 vrst, cell. PE obal	5.2	24.0	275.1334	419.0000	
24-58	28991	Kuch.role BulkySoft-GENIO 2x18m, 3vrst.cell	8	72.0	15.3157	22.0000	
24-58	9202	Průmyslová role Paperdi PRATIKA bílá, 250m x 25cm, 29cm, 2 vrst	12	8.0	96.0564	175.0000	
24-58	....	D1	25	53.0	10.0000	0.0000	
24-59	116	Ručník v roli Paperdi MAXI 180m / 21,5cm, 2 vrst, cell	5.1	12.0	58.2110	142.0000	
24-59	S155	Dopravné	20	1.0	0.0000	170.0000	
24-59	....	D1	25	17.0	10.0000	0.0000	
24-60	97780	Ručník v roli BulkySoft Autocut 250m / 20cm, prům. 20cm, 2 vrst, cell	5.3	6.0	93.5375	125.0000	
24-61	291V	Toaletní papír Jumbo 280 - KATRIN 2566, 2 vrstvy, celulóza	3.2	180.0	33.5621	57.9000	
24-61	96715	Ručník v roli BulkySoft MIDI 60m / 21,5cm, 2 vrst, cell	5.1	9.0	23.6412	41.0000	
24-61	84571	Skládaný ručník Bulkysoft "V" 21cm x 24cm, 3000ks, 2 vrst, cell. PE obal	5.2	30.0	275.1334	469.0000	
24-61	010105	Tekuté mýdlo VAKAVO Herbal 5L	7.1	1.0	102.0000	136.0000	
24-61	922	sáček koš 63x74 transparentní 60L,role 50ks	18	2000.0	0.2999	0.4100	
24-61	936	Odpadový pytel 70x110 20my transparen 120L,role 50ks	19	500.0	1.8000	2.2500	
24-61	946	Odpadový pytel 70x110 typ50 černý 120L,role 25ks	19	500.0	2.2000	2.7500	
24-61	0287	MOP mikrovláknový - kapsový 40cm	22.2	3.0	60.0000	110.0000	
24-61	3026	Držák mopu jazykový 50cm, magnet	22.3	1.0	410.0000	569.0000	
24-61	3028	MOP bavlna-jazykový 50cm,	22.2	30.0	73.0128	109.0000	
24-61	....	D1	25	128.0	10.0000	0.0000	
24-62	291V	Toaletní papír Jumbo 280 - KATRIN 2566, 2 vrstvy, celulóza	3.2	150.0	33.5621	57.9000	
24-62	84584	Skládaný ručník Bulkysoft "V" 21cm x 24cm, 3000ks, 2 vrst, cell. PE obal	5.2	50.0	289.0795	499.0000	
24-62	010105	Tekuté mýdlo VAKAVO Herbal 5L	7.1	5.0	102.0000	136.0000	
24-62	010169	Tekuté mýdlo VAKAVO Intensive, 5L	7.1	5.0	102.0000	136.0000	
24-63	116	Ručník v roli Paperdi MAXI 180m / 21,5cm, 2 vrst, cell	5.1	72.0	58.2110	95.0000	
24-63	83456	Skládaný ručník Bulkysoft "Z" 21,5cm x 24cm, 2400ks, 2 vrst, cell. PE obal	5.2	6.0	240.4493	343.0000	
24-64	084	papírové WC sedátko 250ks/krab.,	10	40.0	5.0000	99.0000	
24-65	66400	TP malá role BulkySoft 6 x 22,5m, 4 vrst cell	3.1	60.0	7.0584	10.8000	
24-65	28991	Kuch.role BulkySoft-GENIO 2x18m, 3vrst.cell	8	24.0	15.3157	25.0000	
24-66	64000	TP malá role BulkySoft 12 x 52,5m, 2 vrst cell - PlasticFree	3.1	360.0	10.2156	14.3000	
24-66	225VPL	Toaletní papír Jumbo 190 PapLine 2 vrstvy, celulóza	3.2	360.0	12.4375	14.0000	
24-66	67582	TP skládaný BULKYSOFT EasyBag, 19x11cm cell.2vrst	3.3	960.0	10.1097	14.0000	
24-66	117	Ručník v roli PapLine MAXI 100m / 20cm, 2 vrst, cell	5.1	1080.0	27.9368	29.9000	
24-66	3271	Skládaný ručník PapLine "V" 21cm x 25cm, 3000ks, 2 vrst, cell.01	5.2	72.0	237.5000	269.0000	
24-66	....	D1	25	94.0	10.0000	0.0000	
24-67	68100	Kapesníčky kosmetické v krabičce Bulky Soft, 100ks, 2 vrstvy	1	160.0	11.5018	12.8800	
24-67	112966	TP malá role KATRIN 160, 56 x 19m 2vrst cell	3.1	1848.0	3.3038	4.2800	
24-67	117	Ručník v roli PapLine MAXI 100m / 20cm, 2 vrst, cell	5.1	300.0	27.9368	36.5000	
24-67	35298	Skládaný ručník KATRIN "V" 22,4cm x 23cm, 4000ks, 2 vrst, běl rec PE balení	5.2	36.0	406.7740	475.0000	
24-67	9202	Průmyslová role Paperdi PRATIKA bílá, 250m x 25cm, 29cm, 2 vrst	12	82.0	96.0564	144.0000	
24-67	....	D1	25	352.0	10.0000	0.0000	
24-68	66991	TP malá role BulkySoft 12 x 15m, 2 vrst cell	3.1	960.0	2.5992	3.4000	
24-68	225V	Toaletní papír Jumbo 180 - KATRIN 2511, 2 vrstvy, celulóza	3.2	240.0	15.0957	18.5000	
24-68	255VPL	Toaletní papír Jumbo 240 PapLine 2 vrstvá celulóza	3.2	60.0	20.5518	26.5000	
24-68	291VPL	Toaletní papír Jumbo 280 PapLine 2 vrstvy, celulóza	3.2	36.0	31.7492	39.0000	
24-68	328	Skládaný ručník PapLine "V" 23cm x 25cm, zelené, 10kg, 1 vrst.	5.2	6.0	231.5653	294.0000	
24-68	329	Skládaný ručník PapLine "V" 23cm x 25cm, šedé, 10kg, 1 vrst	5.2	6.0	231.6875	294.0000	
24-68	84571	Skládaný ručník Bulkysoft "V" 21cm x 24cm, 3000ks, 2 vrst, cell. PE obal	5.2	18.0	275.1334	339.0000	
24-68	....	D1	25	126.0	10.0000	0.0000	
24-69	255V	Toaletní papír Jumbo 230 - KATRIN 16365, 2 vrstvy, celulóza	3.2	24.0	24.3572	54.0000	
24-69	84571	Skládaný ručník Bulkysoft "V" 21cm x 24cm, 3000ks, 2 vrst, cell. PE obal	5.2	4.0	275.1334	610.0000	
24-70	66991	TP malá role BulkySoft 12 x 15m, 2 vrst cell	3.1	480.0	2.5992	3.6000	
